DilalloA,9920001,SakagucK,51000001,256650001
DilalloM,249380001,Saiyed2Z,28510001,256640001
Dilen25R,229560001,Saiyed2R,53050001,256630001
Dilkie2D,85820001,Saiyed2D,101010001,256620001
DillaboA,92770001,Saito25Y,87780001,256610001
DillardK,199110001,Saito25M,220250001,256600001
DillardT,199640001,Saito25D,164650001,256590001
DillingC,190110001,Saito25C,16720001,256580001
DillingG,16180001,SainsbuK,44650001,256570001
DillingP,49590001,SainsbuB,180720001,256560001
Dillow2B,103340001,Saini25C,44640001,256550001
Dillow2H,110040001,Sails25C,197310001,256540001
Dillow2I,236340001,SaikaleS,14760001,256530001
Dillow2S,56130001,SaikaleH,15910001,256520001
DiLoretL,164770001,SaikaleA,142410001,256510001
Di-MasoE,43210001,SaifullM,125670001,256500001
DimilloT,70230001,SaifullD,131350001,256490001
DimitryO,24660001,SaidzadO,145040001,256480001
DinalicF,181660001,SaidzadM,207550001,256470001
D'IngiaA,219950001,SaidzadB,198220001,256460001
D'IngiaH,154130001,SaidzadA,111680001,256450001
D'IngiaQ,48810001,SahinalS,187990001,256440001
D'IngiaS,51130001,Saha25V,189410001,256430001
DingleyH,225330001,Saha25N,109610001,256420001
DingmanA,180760001,Sagris2J,66630001,256410001
Di-NinnG,131830001,Sager25J,47180001,256400001
Di-NinnI,187570001,Sager25B,175770001,256390001
Di-NinnK,211170001,Sager25A,174310001,256380001
Dinkel2A,24150001,Safah25S,126710001,256370001
Dinkel2D,105900001,Safah25P,147480001,256360001
Dinkel2M,33550001,Saed25F,51550001,256350001
Dinkel2T,130890001,Saed25E,220390001,256340001
DinnervH,130850001,Saed25B,83340001,256330001
DinnervM,121200001,SadroudF,11160001,256320001
DinnervN,51110001,Sadri25K,130870001,256310001
DinnervS,169870001,Sadri25J,178140001,256300001
Dinnin2M,47750001,SadorraP,29510001,256290001
DinsmorC,125960001,Sadler2K,244860001,256280001
DinsmorR,142930001,SadeghiT,223670001,256270001
DinsmorT,220990001,SadeghiN,139420001,256260001
Diogo25T,54180001,SadeghiJ,236010001,256250001
Dion25M,19110001,SacchetS,48410001,256240001
Dipace2A,212690001,SacchetM,22240001,256230001
Dipace2L,183080001,SacchetH,209240001,256220001
DiPasquS,55890001,SacchetA,111070001,256210001
DiPernaH,157930001,SacarelH,186310001,256200001
DiPernaK,100150001,Sabry25D,146690001,256190001
DiPernaT,107020001,Sabri25K,45870001,256180001
DipierrD,115780001,SabouriR,191890001,256170001
DipierrF,69950001,SabouriE,47220001,256160001
DipierrJ,214380001,SabooriS,85610001,256150001
DipierrS,25890001,SabooriP,76970001,256140001
DiPietrA,116820001,SabooriA,248280001,256130001
DiPietrW,218160001,Sabol25C,198980001,256120001
Dipper2A,27160001,Sabo25E,203210001,256110001
Dipper2G,197640001,Sabo25A,208110001,256100001
Dipper2K,12610001,Sabety2T,78810001,256090001
Dipper2P,90530001,Sabety2M,165610001,256080001
DiradmiC,228850001,Sabety2D,214270001,256070001
DiradmiJ,180980001,Saberi2C,90870001,256060001
Dirbm25J,26260001,SabbaghR,69890001,256050001
Dirbm25M,224810001,SabatinD,46540001,256040001
Dirbm25N,91330001,Sabat25D,192780001,256030001
DirettoI,89960001,Sabat25B,174760001,256020001
DirettoM,204510001,SaatcioB,108410001,256010001
DiRienzI,86910001,Saad25S,56220001,256000001
DiRienzJ,6220001,RzepczyT,95730001,255990001
DiRienzM,164760001,RzepczyP,57590001,255980001
DiRienzV,187820001,RzepczyF,28320001,255970001
DisalvoD,107090001,RyntiesI,16610001,255960001
DiscenzJ,242990001,RyndersK,143820001,255950001
Disher2F,86350001,RyndersH,236800001,255940001
DiSistoE,78720001,RymkiewK,126610001,255930001
DiSistoV,149910001,RymkiewC,250140001,255920001
DispatcC,236400001,Rylott2S,66120001,255910001
DissingA,63280001,Rylott2A,167740001,255900001
DissingL,14580001,RykwaldA,147310001,255890001
Ditko25H,35080001,RygwalsN,87990001,255880001
DittburO,100920001,RygwalsJ,221320001,255870001
Dix25G,52270001,RyersonT,53100001,255860001
Dix25J,169800001,RyersonA,87500001,255850001
Dixon25C,82270001,Rydhan2R,144590001,255840001
Dixon25D,241360001,Rydhan2M,198510001,255830001
Dixon25G,106390001,Ryder25L,228660001,255820001
Dixon25L,108280001,RychlicV,41440001,255810001
D'lima2G,60930001,RybczynR,78910001,255800001
DMS25R,167640001,Ryan25M,84270001,255790001
DMS25V,244640001,Ryan25F,6930001,255780001
DMSDB25M,208230001,Ryan25C,133370001,255770001
DMSDB25S,31060001,Ryals25S,112370001,255760001
DMSDB25Y,194200001,Ryall25S,124800001,255750001
DmsrtimE,60190001,Rutyna2L,95180001,255740001
DmsrtimK,196600001,RutulisJ,227160001,255730001
DmsrtimS,217560001,Rutter2Y,57640001,255720001
DmuchalE,4260001,Rutter2T,162820001,255710001
DmuchalG,79770001,Rutter2M,23400001,255700001
DmuchalK,180530001,Rutter2C,202800001,255690001
DmuchalN,12910001,Ruttan2V,113410001,255680001
Doak25A,141660001,Ruttan2G,235350001,255670001
Doak25N,203870001,Ruttan2A,88230001,255660001
Doan25S,167700001,Rutt25W,165440001,255650001
DobbingA,132760001,Rutt25R,46670001,255640001
DobbingS,4100001,Rutt25N,239450001,255630001
Dobbs25F,109290001,RutledgW,40880001,255620001
Dobby25K,201050001,RutledgJ,15610001,255610001
Dobby25V,70960001,RutlandP,57890001,255600001
Doble25V,16890001,RutlandM,18560001,255590001
Doble25W,155350001,RutlandD,121940001,255580001
DobransB,46350001,RutherfL,34500001,255570001
DochertG,181830001,Ruth25D,36010001,255560001
DochertM,117490001,Ruth25A,105210001,255550001
DockendR,160640001,RussettM,39490001,255540001
DocumenB,26210001,RussellL,151500001,255530001
DocumenS,115820001,Rusin25D,229320001,255520001
DocumenW,155940001,RushtonT,238280001,255510001
Doczy25O,118060001,RushtonH,71900001,255500001
Doczy25R,144830001,RushtonG,184420001,255490001
Doczy25T,23200001,RushingS,29360001,255480001
Doda25U,39070001,RushingM,243340001,255470001
Dodd25B,18750001,RushingH,50630001,255460001
DodgsonM,199580001,RuschmeR,214710001,255450001
Dodman2D,62480001,RuschmeL,90450001,255440001
Dodson2K,204930001,RuschmeH,234480001,255430001
DoerfelL,210770001,Rusch25O,14020001,255420001
DoerfelN,91070001,Rusch25M,47570001,255410001
DoggettA,112660001,Rusch25H,221230001,255400001
Dohan25J,195840001,Rusch25A,62180001,255390001
Dohan25R,200620001,RuprechO,215330001,255380001
DohertyI,213950001,RuprechF,41060001,255370001
Doi25A,26090001,RuprechA,84230001,255360001
Doi25K,56590001,RuppertJ,163040001,255350001
Doig25S,239620001,RuppertH,158240001,255340001
Dokken2C,115630001,RuppertE,236810001,255330001
Dokken2D,172250001,Rupp25B,218230001,255320001
Dokken2J,222220001,Rupnow2R,95860001,255310001
Dokken2R,33250001,Rupnow2J,65530001,255300001
DokuzogA,83220001,Rupnow2A,21920001,255290001
DokuzogK,8670001,Rupert2W,159050001,255280001
Dolan25E,248200001,Rupert2A,140800001,255270001
Dolan25K,154150001,RunningA,130840001,255260001
DolezalH,251330001,RunnelsM,152580001,255250001
DolginoE,107080001,Runkel2Y,25520001,255240001
DolginoJ,158390001,Runkel2S,216420001,255230001
Dolgov2G,80700001,Runkel2L,222200001,255220001
DoliskaD,211600001,Rundle2W,83260001,255210001
DoliskaS,190850001,Rundle2S,172500001,255200001
DoliskaW,129950001,Rundle2N,114040001,255190001
Dolson2F,154650001,RuncimaN,18580001,255180001
Dolson2V,197820001,RuncimaE,77690001,255170001
DomanicA,94150001,RummellR,184550001,255160001
DomanicM,198160001,RummellN,113500001,255150001
Domas25A,60580001,RummellE,249220001,255140001
Domas25F,7930001,Rummel2T,243700001,255130001
Domas25I,16110001,RummansS,45080001,255120001
Domas25J,192820001,RummansJ,95540001,255110001
Domine2T,27050001,Rumley2T,26650001,255100001
DominguK,32510001,Rumley2L,195970001,255090001
DominguY,169100001,Rumley2K,150550001,255080001
DommetyF,12240001,Ruiz25H,8170001,255070001
DommetyH,173330001,Ruiz25D,4770001,255060001
DommetyL,117650001,Ruiz25C,189530001,255050001
DonaghuS,64770001,RuigrokY,189210001,255040001
DonaheeE,172100001,RuigrokM,209830001,255030001
DonaheeK,39750001,RuigrokC,38260001,255020001
DonaheeM,162320001,Rufino2C,201060001,255010001
DonaheeT,17840001,RuffoloP,78570001,255000001
Donak25J,232590001,Ruest25M,59710001,254990001
Donak25L,103150001,Ruel25I,119770001,254980001
Donak25M,12630001,Ruel25G,131690001,254970001
Donak25V,156610001,Ruel25F,95770001,254960001
Donald2H,201920001,Ruel25B,12410001,254950001
Donald2M,104470001,RudzitiR,242380001,254940001
Donald2N,86220001,RudzitiB,15140001,254930001
DonatorC,73060001,RudzinsS,77000001,254920001
DonatorL,95280001,RudzinsN,11360001,254910001
DoncastE,4420001,RudisilY,57160001,254900001
DoncastG,236790001,RudisilM,123520001,254890001
DoncellI,234820001,RudisilI,144940001,254880001
DoneganC,84020001,RudisilE,220640001,254870001
DoneganH,170540001,RudisilB,49010001,254860001
DoneganL,174030001,Rudis25C,123870001,254850001
DonelanD,93820001,Rudiak2G,57290001,254840001
DonelanE,4980001,Rudiak2E,141290001,254830001
Dong25F,40300001,Ruddle2E,182830001,254820001
Dong25T,10650001,RuddickV,17590001,254810001
Dong25Y,216090001,RuddellK,213290001,254800001
DonleycG,214600001,RuddellC,110070001,254790001
Donlon2C,93680001,Rud25M,4120001,254780001
Donlon2G,35670001,Rud25K,152340001,254770001
Donlon2S,175340001,Rud25B,41010001,254760001
DonnellA,181590001,RuckmanD,59720001,254750001
DonnellM,103960001,Ruck25S,172900001,254740001
DonnellR,59520001,Rubio25A,246470001,254730001
Donner2F,48110001,RubinstR,180660001,254720001
Donner2H,8400001,RubinstJ,230470001,254710001
Donner2M,105560001,RubinstG,204250001,254700001
D'OnofrS,9300001,RubinstA,20390001,254690001
DonoghuE,244160001,RubinovJ,168150001,254680001
DonohueH,106570001,RubinovG,134150001,254670001
DonovanZ,250460001,Rubin25V,73260001,254660001
DoodemaC,35190001,Rubin25S,109410001,254650001
Doolin2C,64050001,Rubin25P,182570001,254640001
DoolittC,223960001,Ruben25Z,173200001,254630001
DoolittJ,59510001,Ruben25L,225260001,254620001
DoolittM,149400001,Ruban25D,176790001,254610001
DoolittR,74440001,Ruaud25M,216670001,254600001
Dorais2C,251090001,Ruaud25K,117640001,254590001
Dorais2R,157800001,RtprelbC,55250001,254580001
Dorais2T,29690001,Rtprel2S,41170001,254570001
Doran25D,81200001,Rtprel2N,29330001,254560001
Doran25R,168380001,RtpbuilN,60210001,254550001
Doray25B,209550001,RtpbuilK,123930001,254540001
Doray25E,30440001,RtpbuilA,204540001,254530001
Doray25J,131050001,RTP25Y,131330001,254520001
Doray25M,193150001,RTP25M,142120001,254510001
Doray25S,175980001,RTP25L,97960001,254500001
Doray25T,110660001,RozumnaM,118230001,254490001
D'OraziT,198990001,Rozon25Y,166550001,254480001
DordariN,133680001,Rozon25S,138230001,254470001
Dore25A,116460001,Rozon25E,99680001,254460001
Dore25B,206630001,Rozier2M,115280001,254450001
Dore25D,24440001,Rozen25S,218030001,254440001
Dore25I,153320001,Rozen25M,91910001,254430001
Dore25J,156170001,RoysterI,111220001,254420001
Dorey25D,131930001,Royle25G,210540001,254410001
Dorey25F,55440001,Royer25S,39260001,254400001
Dorey25L,168870001,Royer25M,23760001,254390001
Dorion2B,11260001,Royer25L,157570001,254380001
Dorion2G,112870001,Royer25K,89780001,254370001
Dorion2M,125790001,Royals2E,19800001,254360001
Dorion-B,228620001,Royals2A,47990001,254350001
Dorion-C,188240001,Roy25J,226170001,254340001
Doriot2C,21260001,Roy25E,179530001,254330001
Doris-HK,31370001,RowsellY,120670001,254320001
Dormer2N,46600001,Rowley2J,199860001,254310001
Dormer2R,123580001,RowlandM,40130001,254300001
DoroticE,241790001,RowlandL,83300001,254290001
DoroticS,13080001,RowlandK,171440001,254280001
DorronsH,238010001,RowlandI,168980001,254270001
DorronsT,19440001,RowlandE,214990001,254260001
Dorval2A,36170001,RowlandD,194740001,254250001
Dorval2E,213410001,RowlandC,69640001,254240001
Dorval2N,173590001,RowhaniV,156410001,254230001
Dorval2V,193800001,Rowen25L,48380001,254220001
DosanjhK,200610001,Rowell2S,96570001,254210001
DosanjhM,128930001,Rowell2G,131300001,254200001
DosenbaB,40970001,Rowell2C,48010001,254190001
DosenbaT,231290001,Rowell2A,182210001,254180001
Doshi25A,244870001,Rowe25N,16420001,254170001
Doshi25M,142960001,Rowe25K,150080001,254160001
Doskas2E,155530001,Rowe25D,229940001,254150001
Doskas2G,191780001,Rowatt2B,95690001,254140001
Doskas2J,195150001,Rowan25O,10200001,258640001
Doskas2K,166230001,Rowan25J,161560001,258630001
Dost25C,225900001,Rowan25I,62040001,258620001
Dost25F,123620001,Rowan25B,55190001,258610001
Dost25P,74280001,RoutingR,131160001,258600001
Dost25S,199100001,RoutingB,112730001,258590001
Dotson2V,82140001,RouthieR,27130001,258580001
Dottin2I,213550001,RouthieJ,50250001,258570001
Dottin2P,178040001,Roussy2K,93210001,258560001
Dottin2V,41360001,Roussy2C,157950001,258550001
DoublesA,133300001,RoussinG,41960001,258540001
DoublesG,102440001,RoussinA,67070001,258530001
DoublesH,91690001,RousseaY,145920001,258520001
Doucet2A,127990001,RousseaE,144380001,258510001
Doud25W,209810001,Rous25A,70930001,258500001
Douet25B,181330001,Rourke2S,43780001,258490001
Douet25J,44890001,Rourke2P,192360001,258480001
Douet25L,36080001,Rourke2C,163740001,258470001
Douet25R,41660001,Rourk25W,190610001,258460001
Douet25T,33670001,Rourk25J,188360001,258450001
DougherB,241980001,Rourk25B,134070001,258440001
DougherJ,6480001,Roundy2S,175730001,258430001
DoughtyC,220900001,Roundy2M,229350001,258420001
DoughtyD,126600001,Roundy2H,239870001,258410001
DoughtyI,98750001,Roundy2C,115080001,258400001
DoughtyR,63510001,Roulez2T,37520001,258390001
DoughtyS,14650001,Roulez2G,168200001,258380001
DouglasA,74250001,Rouer25D,89860001,258370001
DouglasD,64950001,RotzjeaM,35100001,258360001
DouglasM,232250001,RotzjeaC,172510001,258350001
DouglasN,180970001,RotondoS,226310001,258340001
DouglasR,45850001,RotondoM,6740001,258330001
DouglasS,190720001,RotondoC,15820001,258320001
DouglasY,12270001,Roth25G,252040001,258310001
DourleyY,206680001,RotenbeM,169980001,258300001
DouvillA,24220001,RotenbeL,15110001,258290001
DouvillK,56920001,Roszko2P,125700001,258280001
DouvillM,92930001,RosvickH,9440001,258270001
DouvillN,56970001,RosvickC,108710001,258260001
Dovel25L,193660001,Ross-RoK,206880001,258250001
Dover25P,95500001,Ross-RoC,82530001,258240001
DovydaiF,212720001,Rosson2N,188230001,258230001
Dow25C,73800001,Rosson2E,16460001,258220001
Dow25F,247960001,RossignC,197260001,258210001
Dow25K,89850001,Rossi25C,23150001,258200001
Dow25S,29220001,Rosser2P,149110001,258190001
Dowd25B,202630001,RossaneL,229650001,258180001
Dowd25F,250720001,Ross-AdW,19640001,258170001
Dowd25M,189970001,Ross-AdP,143970001,258160001
DowdingA,17670001,Ross-AdC,86700001,258150001
DowdingJ,61720001,Ross-AdA,130670001,258140001
DowdingT,114280001,Ross25A,10290001,258130001
Dowell2A,223190001,RosparsD,17010001,258120001
Dowell2F,194960001,Rosko25R,5180001,258110001
Dowell2G,230290001,Rosko25M,53330001,258100001
Dower25D,79210001,Rosko25H,154820001,258090001
Dower25I,140120001,Rosko25C,105770001,258080001
DowlingG,82430001,Rosien2N,29560001,258070001
Downer2K,168590001,Rosien2K,68970001,258060001
Downes2A,165280001,RosewelL,88500001,258050001
Downes2N,80660001,RosenquS,201270001,258040001
Downes2U,67990001,RosenquL,75290001,258030001
Downey2A,218500001,RosenquE,179420001,258020001
Downey2D,67520001,RosenfeS,172020001,258010001
Downey2F,68010001,RosenfeH,27700001,258000001
Downey2J,249250001,RosenblS,203690001,257990001
Downey2K,77830001,RosenbeB,132550001,257980001
Downey2M,68660001,Roscoe2E,77870001,257970001
DowningB,112810001,Roscoe2A,26060001,257960001
Downs25K,238700001,Rosche2M,92380001,257950001
Downs25M,148550001,Rosch25T,22130001,257940001
Downs25R,103540001,Rosch25R,229060001,257930001
Downs25T,161110001,Rosch25K,40800001,257920001
Dowse25A,246980001,Rosch25B,38920001,257910001
Dowse25H,95010001,Rosch25A,70000001,257900001
Dowse25M,225940001,Rosa25J,182940001,257890001
Dowse25S,50180001,Rorie25V,100660001,257880001
Dowse25T,133200001,Roper25M,192650001,257870001
Dowser2N,173870001,Roper25K,196400001,257860001
Dowser2W,119210001,Roper25H,83610001,257850001
Doyle25C,198540001,Roper25A,89330001,257840001
DpierreA,57510001,Roots25M,131570001,257830001
DpierreB,72100001,Roots25A,6680001,257820001
DpierreE,167390001,Rooney2S,110630001,257810001
DpierreT,97760001,Rooney2C,16310001,257800001
DPNBUILF,198550001,Roohy-LC,49610001,257790001
DPNBUILJ,33630001,Roob25S,129930001,257780001
DPNBUILM,156760001,Roob25R,5590001,257770001
DPNBUILS,98230001,Roob25O,129450001,257760001
Dpnqa25E,209940001,Ronan25Y,69810001,257750001
Dpnqa25F,74390001,Ronan25R,93810001,257740001
Dpnqa25K,23230001,RonaldsR,102180001,257730001
Dpnqa25R,13250001,Ronald2L,252340001,257720001
DPP25B,127120001,Ronald2K,32430001,257710001
DPP25R,47200001,Ronald2G,90840001,257700001
Dpu25C,163940001,Ronald2A,91720001,257690001
Dpu25M,143560001,Romero2J,197990001,257680001
Dpu25R,6230001,Romero2B,177280001,257670001
Drabek2C,215520001,RombougR,174970001,257660001
Drabek2M,237520001,RombougF,19810001,257650001
Drabek2N,239780001,RombergS,230450001,257640001
Drabek2T,42790001,RombergR,209510001,257630001
DraculaD,95640001,RombergL,204240001,257620001
DraculaH,20660001,RombergD,177170001,257610001
DraffinJ,5960001,RombergA,229550001,257600001
DraffinT,215080001,RombeekP,68100001,257590001
Dragan2A,240650001,RombeekD,120690001,257580001
Dragan2D,250320001,Roman25T,203170001,257570001
Dragan2V,206690001,Roman25L,78090001,257560001
DragneaM,71080001,RolstonC,194190001,257550001
DragneaQ,80530001,Rolph25Z,111210001,257540001
Draier2C,136830001,RolnickM,41270001,257530001
Draier2D,85760001,Rolls25W,42160001,257520001
DrakageW,16320001,Rolls25S,117210001,257510001
Drane25D,19450001,Rolls25N,207840001,257500001
Drane25I,140830001,Rolls25L,168480001,257490001
Drane25M,242870001,Rollo25K,250040001,257480001
Drane25P,160200001,Rollo25J,238640001,257470001
DransfiE,52670001,Rollo25F,91150001,257460001
Draper2A,95880001,RollinsS,18610001,257450001
Draper2U,143240001,RollinsH,44400001,257440001
DrappelC,202670001,RollinsG,81810001,257430001
DrappelK,47950001,RollinsF,141120001,254130001
Draves2L,133130001,RollinsD,5200001,254120001
Dray25A,252850001,RollinsC,236360001,254110001
Dray25F,240780001,Rollin2S,175300001,254100001
Dray25M,224440001,Rollin2K,233550001,254090001
DraytonA,116170001,Rollin2H,251740001,254080001
Drenan2A,38180001,Rollin2F,64400001,254070001
Drenan2M,85840001,RollandF,74340001,254060001
DrennanA,66920001,Rolfes2T,205600001,254050001
DrescheC,184630001,RolesonU,152900001,254040001
DrescheT,157790001,Roldan2W,135870001,254030001
DressleM,93150001,Roldan2L,116090001,254020001
DressleV,225670001,Rokas25L,251150001,254010001
Drewes2D,144310001,Rokas25J,166020001,254000001
Drewes2V,120540001,Rokas25I,137930001,253990001
DriedgeA,30740001,Rokas25H,210440001,253980001
DriedgeG,38750001,RoithmaW,97080001,253970001
DriedgeK,159750001,RoithmaT,97410001,253960001
DriedgeM,176470001,RoithmaB,111540001,253900001
DriedgeO,123040001,RohtertD,115700001,253890001
DriscolE,180590001,Rohan25M,221790001,253880001
DriscolS,187890001,Rohan25C,83960001,253870001
Driver2E,41200001,RognlieS,208350001,253860001
Driver2J,194030001,RognlieP,24200001,253850001
DrobnikL,104750001,RognlieE,175470001,253840001
DrobnikM,87240001,RognessQ,44210001,253830001
DrobnikS,68360001,RognessP,176090001,253820001
Drolet2A,171120001,RognessO,49450001,253810001
Drolet2E,187430001,Rogne25L,3550001,253800001
Drolet2P,87270001,Rogne25F,184740001,253790001
Drolet2S,90050001,Rogne25C,43970001,253770001
Drop-BoJ,167450001,Rogge25Y,245160001,253750001
Drop-BoO,252220001,Roger25G,157100001,253740001
Drop-BoR,130460001,Roger25F,101910001,253710001
Droste2G,135290001,RoeslerP,90600001,253700001
Droste2S,25150001,RoeslerM,164210001,253650001
Drouin2C,24130001,RoerickT,202100001,253640001
Drouin2L,78200001,RoerickR,170390001,253630001
Drubld2B,207210001,RoelofsH,211670001,253590001
Drubld2G,10260001,RoehrigJ,98860001,253580001
Drubld2K,21640001,Roehl25N,150500001,253570001
Drubld2S,40710001,Roehl25M,44240001,253560001
DrumhelB,101890001,Roehl25A,197980001,258900001
DrumhelM,198740001,RodschaS,80190001,258890001
DrummerG,12520001,RodschaC,62620001,258880001
DrummerT,219920001,RodriquS,74050001,258870001
DrummerV,91180001,RodriquL,30880001,258860001
DrummonB,82450001,RodriquK,6550001,258850001
DrummonT,26560001,RodriquJ,38830001,258840001
DruzetaZ,106660001,RodriquE,191280001,258830001
DrwiegaU,25440001,RodriquA,176310001,258820001
Drynan2E,58220001,RodriguU,134020001,258810001
D'SilvaF,26790001,RodriguR,55160001,258800001
D'SilvaJ,122400001,RodriguK,149890001,258790001
D'SilvaK,17040001,RodriguI,173620001,258780001
D'SilvaW,151670001,RodriguG,219450001,258770001
D'Soto2L,16300001,RodriguF,150010001,258760001
D'SouzaA,253180001,RodriguC,248430001,258750001
D'SouzaR,99050001,RodriguB,22920001,258740001
Dube25R,158450001,Rodney2M,189910001,258730001
Dubeau2K,11170001,Rodkey2S,142980001,258720001
Dubeau2S,144040001,Rodkey2L,181460001,258710001
Dubee25O,180850001,Rodi25M,212530001,258700001
Du-BergE,177980001,Rodi25E,42560001,258690001
Du-BergG,244140001,RodgersR,111130001,258680001
Du-BergW,103110001,Rodger2R,55380001,258670001
DuBois2A,68230001,RodenfeS,86050001,258660001
DuBois2L,96710001,RodenfeN,89890001,258650001
DubreckR,158670001,RodenfeL,222260001,257420001
DubreckZ,40530001,RodenfeI,141600001,257410001
DubreuiJ,120560001,RodenfeE,137160001,257400001
DubroffK,93310001,Roden25S,46290001,257390001
DubroffL,158340001,Roden25P,53340001,257380001
DubroffS,136010001,Roden25F,52290001,257370001
Dubroy2A,139330001,Roden25E,89760001,257360001
Dubroy2J,253280001,Roden25D,95050001,257350001
Dubroy2M,195400001,Roden25B,230190001,257340001
Dubroy2T,71000001,Rodely2K,20880001,257330001
Dubuc25K,152890001,Rodely2D,165110001,257320001
Dubuc25M,90440001,Roddy25P,235320001,257310001
DuchainC,42820001,Roddy25K,137450001,257300001
DuchainJ,240990001,Roddy25H,150980001,257290001
DucharmY,75890001,Roddy25D,137150001,257280001
DuchesnM,60720001,RoddickL,126620001,257270001
Ducic25A,48980001,RoddickC,16770001,257260001
Ducic25B,186520001,RoddickA,37500001,257250001
Ducic25D,90980001,RockleyB,113590001,257240001
Ducic25M,99270001,Rochon2R,158270001,257230001
Ducic25S,82900001,RochellR,114750001,257220001
Dudas25B,226440001,Roche25S,116190001,257210001
Dudas25M,105800001,Roche25H,134290001,257200001
DudgeonB,244170001,Roch25D,199460001,257190001
DudgeonK,185140001,RobustnS,239320001,257180001
Dueck25A,66020001,RobustnG,173450001,257170001
Dueck25E,246610001,Robson2M,39210001,257160001
Dueck25U,110370001,Robson2C,95670001,257150001
Duffin2H,199310001,RobitaiK,230910001,257140001
Duffin2R,25650001,RobinsoA,205450001,257130001
DuffneyS,117930001,Robins2M,199900001,257120001
DuffordK,38080001,RobillaR,227230001,257110001
DuffordR,23940001,RobillaL,124430001,257100001
DuffordS,178920001,RobillaB,161190001,257090001
DuflothC,249500001,RobieuxK,163850001,257080001
DuflothK,171280001,Robert2T,197590001,257070001
DuflothR,25510001,RobersoK,184030001,257060001
Dufour2S,139140001,RobersoC,34770001,257050001
DufresnR,70850001,RobergeV,206810001,257040001
DufresnS,187260001,RobergeS,31200001,257030001
Dugal25B,118070001,RobergeO,207370001,257020001
Dugar25K,70660001,RobergeM,242360001,257010001
Dugas25C,85130001,RobergeJ,12090001,257000001
Dugas25S,102920001,RobbinsL,236320001,256990001
Duggan2J,190800001,Robb25F,40120001,256980001
Duggan2K,92500001,Robart2K,249070001,256970001
Duggan2L,177950001,Robart2J,175960001,256960001
Duggan2O,64190001,RK25S,86010001,256950001
Duguay2C,251380001,RizzutiL,221430001,256940001
Dukes25M,187630001,RizzutiJ,44750001,256930001
Dula25C,213690001,RizzutiA,202780001,256920001
Dula25D,27610001,Rizk25M,182050001,256910001
DulaneyL,59630001,Rizk25J,126690001,256900001
DulaneyV,60420001,Rizk25B,79720001,256890001
DulmageB,77530001,Rix25G,9790001,256880001
Dumais2M,52200001,Rix25A,206110001,256870001
Dumas25C,27940001,Rivest2M,92120001,256860001
Dummer2L,93010001,Rivera2R,27990001,256850001
Dumont2L,48430001,Rivera2G,104040001,256840001
DumouchS,217160001,Rivera2C,137820001,256830001
Dunbar2D,141410001,Rivard2B,89450001,256820001
Dunbar2H,114050001,Riva25G,96830001,256810001
Dunbar2L,141400001,Riva25D,37160001,256800001
Duncan2L,252870001,Riva25A,118700001,256790001
Duncan2W,31360001,RitzmanG,247170001,256780001
Dundin2J,169360001,RitzmanA,188890001,256770001
Dundin2P,38630001,Ritza25S,180420001,256760001
DunfielL,36250001,Ritza25I,197600001,256750001
DunfielM,17570001,Ritz25Z,157320001,256740001
Dungan2B,146580001,Ritz25S,32150001,256730001
Dungan2M,92050001,Ritz25P,54540001,256720001
Dunham2T,86170001,Ritter2M,57620001,256710001
Dunik25C,211160001,Ritter2A,105200001,256700001
Dunik25M,20530001,RittenhA,27770001,256690001
DunkelmH,117620001,RitenouJ,138940001,256680001
Dunlap2V,149030001,RitenouG,224970001,256670001
Dunlay2S,186330001,RitchieS,92810001,256660001
Dunlop2E,13330001,RitchieR,158790001,256650001
Dunlop2J,72230001,RitchieG,108100001,256640001
DunmoreA,169540001,RitchieB,31690001,256630001
DunmoreG,64140001,RitchieA,148930001,256620001
DunmoreM,180100001,RitcheyL,141210001,256610001
DunmoreS,202570001,Risto25K,179110001,256600001
Dunn25D,161150001,Risto25E,53440001,256590001
Dunne25B,29340001,Risto25A,178770001,256580001
Dunne25I,198520001,Rist25N,60470001,256570001
Dunne25R,84130001,Rist25I,111630001,256560001
DunnettM,197250001,Risler2R,123290001,256550001
DunnettO,96140001,Risko25N,106760001,256540001
DunningE,28620001,Risko25M,201390001,256530001
DunningR,191390001,Risko25D,75610001,256520001
DunnionB,183320001,Rishy-MN,84120001,256510001
DunnionG,217390001,Risher2W,198900001,256500001
DunnionH,240310001,Risdal2O,187500001,256490001
DunnionJ,212350001,Risdal2D,136280001,256480001
DunnionL,180070001,Risdal2A,145710001,256470001
DunnionO,251020001,Ripley2T,241770001,256460001
Dunphy2P,174630001,Ripley2B,148380001,256450001
DunsmorN,199820001,Ripa25S,147400001,256440001
DunsmorP,57060001,Rioux25N,185080001,256430001
Dunson2D,153640001,Rioux25B,249510001,256420001
Dunson2V,220200001,Riou25K,96640001,256410001
DunstanP,133670001,Rios25T,223380001,256400001
DunstanR,245700001,Rios25N,89160001,256390001
Duong25A,200490001,Rios25A,252030001,256380001
Duong25F,104550001,RiordanL,107320001,256370001
Duong25Z,156140001,RiordanE,133180001,256360001
DuPaul2J,9850001,RiordanD,114810001,256350001
DuPaul2R,154240001,RiopellR,189640001,256340001
DuplaceR,159360001,Riopel2S,170640001,256330001
Duplan2S,16910001,Riopel2L,47170001,256320001
